119	1262	3	118
592	887	5	38
141	258	5	402
194	1411	1	266
707	603	3	426
934	173	3	565
291	833	3	544
56	121	5	405
500	1018	3	61
286	379	5	288
450	207	4	118
773	652	3	211
682	625	3	472
630	1055	3	551
655	89	4	162
184	393	4	574
622	866	2	248
892	174	5	46
504	419	3	2
452	456	1	356
94	431	4	220
790	1	3	398
577	22	5	233
314	24	1	528
363	461	3	483
664	173	4	306
542	501	4	471
416	295	5	460
279	871	4	448
200	405	3	125
200	771	4	260
110	585	2	162
514	134	3	569
214	50	3	186
897	369	4	368
846	91	4	50
379	522	5	585
890	7	4	539
389	671	5	416
267	186	5	21
11	580	5	353
290	43	3	302
885	69	4	278
280	748	2	403
747	304	4	287
548	291	5	371
484	56	5	406
109	144	4	137
250	264	3	270
244	40	2	533
314	278	5	544
468	51	3	520
804	406	3	173
374	1101	4	258
313	631	2	24
707	347	5	563
92	214	4	491
130	932	3	484
653	496	2	326
682	713	3	68
541	393	3	593
773	11	2	205
334	61	3	8
18	510	4	8
374	181	3	259
392	23	5	211
699	286	3	315
294	324	4	258
630	100	3	496
878	285	5	314
181	749	1	458
201	693	4	270
708	748	4	38
514	582	4	597
805	709	4	51
406	202	3	273
537	625	3	363
303	262	5	368
541	588	4	66
846	208	5	365
561	430	3	219
709	561	3	405
763	518	4	440
699	16	3	28
627	385	2	229
378	386	3	199
417	946	4	222
56	1057	3	198
823	159	3	53
328	227	3	428
94	646	5	96
22	712	4	172
425	1016	3	23
690	523	4	199
21	245	1	136
11	728	3	183
773	386	3	494
478	433	3	413
763	70	5	553
505	77	3	528
59	610	4	300
193	310	4	494
409	523	4	51
5	50	4	410
566	133	4	375
291	294	5	254
151	190	4	255
643	514	3	107
94	469	4	403
363	312	3	594
617	357	4	288
332	1150	3	40
94	49	4	343
705	377	4	321
363	257	2	494
7	318	5	334
346	780	2	261
246	228	3	507
409	115	2	187
293	471	3	526
535	7	5	527
933	7	4	448
450	86	4	133
327	232	4	319
249	123	3	227
886	549	3	37
234	1100	2	128
881	755	4	215
70	739	2	531
13	132	4	182
468	772	4	507
459	220	3	136
630	239	4	208
399	754	3	319
115	1073	5	62
244	290	3	411
715	588	4	397
82	237	3	513
280	53	5	280
158	181	3	554
487	77	3	281
64	516	5	3
699	886	3	235
336	1118	4	125
339	1240	5	522
705	284	3	261
554	15	4	325
343	568	1	333
640	231	5	260
344	421	2	419
354	155	2	101
21	717	1	174
308	511	5	549
181	718	1	282
328	62	3	103
932	659	5	530
10	655	5	175
320	597	3	29
312	837	4	549
551	531	5	490
72	212	5	457
90	906	2	372
184	1195	3	175
916	158	2	567
320	7	4	121
682	202	4	295
764	70	4	41
487	4	4	329
716	28	5	47
279	990	1	466
655	1344	3	595
453	246	5	165
374	463	1	510
330	94	4	162
328	809	4	599
854	735	3	588
276	748	3	304
59	468	3	89
871	1386	3	262
886	98	4	481
276	328	4	482
815	176	4	538
276	919	4	116
429	45	3	280
870	171	4	67
145	544	4	89
451	678	5	262
747	430	4	328
524	615	2	7
311	231	4	288
318	722	4	106
452	98	5	162
846	794	5	317
655	1633	3	316
548	25	2	199
308	4	5	52
318	503	4	291
543	469	4	13
116	249	2	6
200	742	4	456
178	226	4	295
717	455	2	543
198	184	3	341
936	258	3	233
256	984	3	459
64	2	3	504
327	1069	4	394
216	237	5	109
301	96	5	458
429	193	4	62
246	423	3	76
486	887	5	428
291	356	4	542
435	444	3	372
21	758	1	131
454	478	2	207
343	194	5	145
92	95	3	347
213	175	4	96
104	283	4	369
862	143	5	400
542	100	4	466
334	865	2	517
298	151	3	494
637	245	3	373
805	118	3	258
223	873	3	12
653	1133	2	74
233	506	5	59
617	98	2	128
262	143	3	473
577	63	4	542
320	195	5	81
747	952	2	126
64	222	4	93
645	654	5	107
13	61	4	408
286	1140	3	395
741	79	4	35
847	826	3	229
406	101	3	63
378	21	3	254
458	330	3	333
851	483	4	539
457	118	4	353
280	210	2	346
500	28	3	212
405	88	3	59
622	284	1	412
291	366	3	514
535	300	3	521
14	408	5	149
721	581	2	512
64	183	5	27
774	739	2	106
14	176	1	363
882	546	2	183
918	1101	4	341
830	1	4	189
899	111	4	546
826	511	3	423
524	213	4	533
303	128	4	551
181	280	4	207
592	47	5	3
897	234	5	37
92	386	3	494
378	94	3	2
650	66	3	539
625	515	4	255
890	152	4	296
379	216	4	35
880	1093	3	449
343	528	3	563
13	789	5	245
901	50	4	478
707	882	4	279
756	398	3	448
276	1253	1	175
711	58	4	440
159	829	4	535
862	520	4	241
936	1097	5	594
130	363	3	275
417	12	4	126
334	328	3	55
405	75	2	511
90	285	5	191
360	1149	4	225
663	655	4	306
194	502	4	560
95	420	4	495
263	186	4	508
659	316	4	360
487	71	3	564
933	451	1	596
756	71	3	135
847	39	2	327
320	458	4	393
303	546	2	211
104	1010	1	313
311	239	3	35
566	790	3	501
664	179	4	453
56	87	4	492
499	258	2	76
504	629	4	392
645	483	5	485
429	655	3	264
847	220	4	84
254	472	3	535
815	1	5	386
181	1095	1	390
892	612	5	99
276	790	3	503
655	96	3	505
542	732	3	84
896	1045	3	373
201	685	3	196
276	1220	4	126
207	144	3	442
216	318	5	256
213	628	5	332
795	568	3	597
709	97	5	490
59	1113	4	589
